Epoch,AUC,PR_AUC,ACC,BACC,Precision,TPR,KAPPA,RECALL,F1
44,0.9004423580131641,0.8840615820815219,0.8191087613293051,0.8198239789743058,0.7828162291169452,0.826890756302521,0.6363550875631738,0.826890756302521,0.8042501021659175
54,0.9008815460340515,0.88400685320764,0.8164652567975831,0.8190453135986905,0.7695252679938744,0.8445378151260504,0.6324247499662965,0.8445378151260504,0.8052884615384615
62,0.9038062961810239,0.8854287155127478,0.8209969788519638,0.8250141208746873,0.7667660208643815,0.8647058823529412,0.6424858777660551,0.8647058823529412,0.8127962085308058
78,0.9045990824313266,0.889324474894707,0.8130664652567976,0.8175807771668339,0.7560795873249816,0.8621848739495799,0.6270736623121228,0.8621848739495799,0.8056537102473498
94,0.9050149277818123,0.8885500617840032,0.8168429003021148,0.8187703888139618,0.773467804499612,0.8378151260504202,0.6327031160805497,0.8378151260504202,0.8043565954013716
96,0.9096145865753709,0.8953218236089643,0.8104229607250756,0.8158753213219444,0.7489146164978292,0.8697478991596639,0.6225195201130429,0.8697478991596639,0.8048211508553654
117,0.9106151514103584,0.8953918267849116,0.8262839879154078,0.8259535913130684,0.7972312703583062,0.8226890756302521,0.6499995402594776,0.8226890756302521,0.8097601323407775
135,0.9115551982109718,0.8970579807540273,0.8293051359516617,0.8281564477642909,0.8059701492537313,0.8168067226890756,0.6555028771031406,0.8168067226890756,0.8113522537562605
168,0.9119111018893153,0.8955238954941533,0.8243957703927492,0.8244706112897834,0.7925746569814366,0.8252100840336134,0.6464946319044824,0.8252100840336134,0.8085631947303416
189,0.9124142661179699,0.8957671571534588,0.8251510574018127,0.829558737075077,0.769059955588453,0.873109243697479,0.6510223762576897,0.873109243697479,0.8177882723337269
209,0.9130309737063549,0.8962499843847516,0.8285498489425982,0.8267754838560939,0.8092436974789916,0.8092436974789916,0.6535509677121878,0.8092436974789916,0.8092436974789916
236,0.9150182706827589,0.8999480056538679,0.8311933534743202,0.8295621952484697,0.8113998323554066,0.8134453781512605,0.658971708322241,0.8134453781512605,0.8124213176668065
264,0.915193484801328,0.9008740534189665,0.8304380664652568,0.8321973233737939,0.7892271662763466,0.8495798319327731,0.6597577629300131,0.8495798319327731,0.8182921893970053
