Epoch,AUC,PR_AUC,ACC,BACC,Precision,TPR,KAPPA,RECALL,F1
0,0.805357863309933,0.7780150940138592,0.7171450151057401,0.7230608292699796,0.6553911205073996,0.7815126050420168,0.43836856192367246,0.7815126050420168,0.7129168263702568
1,0.8282823829120125,0.8014642270606419,0.7348942598187311,0.7404917522564581,0.6735419630156472,0.795798319327731,0.47309128757729746,0.795798319327731,0.7295839753466871
2,0.8386456640269278,0.8122471278540815,0.7435800604229608,0.749846687646252,0.6798029556650246,0.8117647058823529,0.49093474762369094,0.8117647058823529,0.7399463806970509
3,0.8459285771921938,0.8191560670090003,0.7586858006042296,0.7591618540420283,0.7174427782162589,0.7638655462184873,0.5152595084734304,0.7638655462184873,0.73992673992674
4,0.8526927643485378,0.8268047579823675,0.7715256797583081,0.7708988945372388,0.7368421052631579,0.7647058823529411,0.5399213118520433,0.7647058823529411,0.7505154639175257
5,0.8575480397920485,0.8313891299791561,0.7685045317220544,0.7744884785189796,0.7050461975835111,0.8336134453781513,0.5399280538836277,0.8336134453781513,0.763958413554101
6,0.8615658609122661,0.8352677141772789,0.7715256797583081,0.7785449159087503,0.7041172365666434,0.8478991596638655,0.5468272476184981,0.8478991596638655,0.7693480747235989
7,0.8664049982132771,0.842152015658231,0.7775679758308157,0.7834912565849386,0.714183891660727,0.8420168067226891,0.5578063033791837,0.8420168067226891,0.7728499807173159
8,0.8695686505054697,0.8460759506802061,0.7892749244712991,0.7888704452974605,0.7556634304207119,0.7848739495798319,0.5756956186135411,0.7848739495798319,0.7699917559769166
9,0.8725709213726642,0.8509313449181743,0.7862537764350453,0.7902975181842284,0.7307692307692307,0.8302521008403362,0.5734205864539075,0.8302521008403362,0.7773406766325727
10,0.8737461239639889,0.8522104033628214,0.7930513595166163,0.7949257069082777,0.7480680061823802,0.8134453781512605,0.5851513703031981,0.8134453781512605,0.77938808373591
11,0.8784186925799126,0.857371880772326,0.7956948640483383,0.7995659992392019,0.7412639405204461,0.8378151260504202,0.592044606701257,0.8378151260504202,0.7865877712031558
13,0.8802463372180148,0.8601362513108094,0.8013595166163142,0.801389032979447,0.7668810289389068,0.8016806722689076,0.6002745865131186,0.8016806722689076,0.7838948233360723
14,0.8804227040610484,0.8587746700885852,0.804380664652568,0.8066811909949165,0.7580645161290323,0.8294117647058824,0.6081022703636743,0.8294117647058824,0.7921348314606742
16,0.8857632765040173,0.8654252156418907,0.8115558912386707,0.8087174787610518,0.7960582690659811,0.780672268907563,0.6185336888502937,0.780672268907563,0.7882901994060246
17,0.8866629779483811,0.8662523507749574,0.8040030211480362,0.8027083261288055,0.7775020678246485,0.7899159663865546,0.6045295545608051,0.7899159663865546,0.783659858274281
21,0.888154027042916,0.8664410836535986,0.8149546827794562,0.8162833857822964,0.7747252747252747,0.8294117647058824,0.6284894254974587,0.8294117647058824,0.8011363636363636
22,0.8906387246256527,0.868665691889071,0.8157099697885196,0.8152701409782019,0.7858306188925082,0.8109243697478992,0.6286951644491849,0.8109243697478992,0.7981803143093466
26,0.8908652349828821,0.8705246767595191,0.8209969788519638,0.8197623082154673,0.796849087893864,0.807563025210084,0.6387353180240898,0.807563025210084,0.8021702838063439
27,0.8929044045601779,0.8751690069263538,0.8138217522658611,0.8112384871644132,0.7971014492753623,0.7857142857142857,0.6232953319074623,0.7857142857142857,0.7913669064748201
31,0.8936750008645433,0.874323122442023,0.8145770392749244,0.8130828463072473,0.791007493755204,0.7983193277310925,0.6256341801353762,0.7983193277310925,0.794646591384358
36,0.8937735588062387,0.8746120967061004,0.81797583081571,0.8157058708256966,0.8,0.7932773109243697,0.6318997738913756,0.7932773109243697,0.7966244725738396
37,0.8954908300768869,0.8779693313805641,0.8164652567975831,0.8142568961741075,0.7978003384094755,0.7924369747899159,0.628902366160923,0.7924369747899159,0.7951096121416525
38,0.8988043365494346,0.8813208434323168,0.8236404833836858,0.8226262521469493,0.7985136251032204,0.8126050420168067,0.6442076746110388,0.8126050420168067,0.8054977092877968
