Epoch,AUC,PR_AUC,ACC,BACC,Precision,TPR,KAPPA,RECALL,F1
0,0.8175055641157336,0.8152423102329233,0.7401812688821753,0.7398733093648348,0.7401574803149606,0.724191063174114,0.47994601420895067,0.724191063174114,0.7320872274143303
1,0.8327666495463104,0.8281612896641768,0.7481117824773413,0.7490458254865034,0.7195546276965901,0.7966101694915254,0.4970664850328661,0.7966101694915254,0.7561243144424131
2,0.8371049477829138,0.8303395676545073,0.752643504531722,0.7531638418079096,0.7328023171614771,0.7796610169491526,0.5057048957569803,0.7796610169491526,0.7555057857409481
3,0.8433904011870116,0.8354136681456904,0.7590634441087614,0.7592227358329053,0.7477477477477478,0.7673343605546995,0.5181840582619964,0.7673343605546995,0.7574144486692016
4,0.8465114421046626,0.8393965892985716,0.7654833836858006,0.7665131541402728,0.7336093857832988,0.8189522342064715,0.5318347410868532,0.8189522342064715,0.7739352020385876
5,0.8525640586657536,0.8439368758622057,0.7741691842900302,0.7749278091650973,0.7478753541076487,0.8135593220338984,0.5489271129585065,0.8135593220338984,0.7793357933579337
6,0.8576881812475033,0.8501045141731361,0.7768126888217523,0.7773571876961707,0.7556037599421548,0.8050847457627118,0.5540156510934677,0.8050847457627118,0.7795598657217456
7,0.8594344575700509,0.8526968743533359,0.7783232628398792,0.7783193517091822,0.771581359816654,0.7781201848998459,0.5565478669805647,0.7781201848998459,0.7748369773686229
9,0.8643982194829651,0.8563591720524082,0.7787009063444109,0.7791348513382412,0.7602339181286549,0.8012326656394453,0.5576904658746266,0.8012326656394453,0.7801950487621905
10,0.8676276893226045,0.8600578718855767,0.7817220543806647,0.7824094047822862,0.7567760342368046,0.8174114021571649,0.5639485721969865,0.8174114021571649,0.785925925925926
11,0.8714946070878273,0.8664006331929655,0.7858761329305136,0.7865873423500542,0.7601423487544484,0.8228043143297381,0.5722661391319608,0.8228043143297381,0.7902330743618202
13,0.8759062375164071,0.8708619474569657,0.7888972809667674,0.7895948182388861,0.7633642195295794,0.825115562403698,0.5782886902218196,0.825115562403698,0.7930396149574231
14,0.876026936026936,0.8693722439622359,0.7888972809667674,0.7883632939565144,0.7987065481002426,0.7611710323574731,0.5772490538146151,0.7611710323574731,0.7794871794871795
15,0.8785830051931748,0.8738248047045322,0.7911631419939577,0.7903184386235234,0.8117154811715481,0.7473035439137135,0.5815256095316588,0.7473035439137135,0.7781789009225832
17,0.8786018375848883,0.8738291206225672,0.783987915407855,0.7829994863893169,0.8086734693877551,0.7326656394453005,0.5670253977982171,0.7326656394453005,0.7687954729183508
18,0.8813964503795012,0.8768825084794201,0.7915407854984894,0.7910597500428009,0.7998392282958199,0.7665639445300462,0.5825862872494997,0.7665639445300462,0.7828481510621558
19,0.883499115448268,0.8784977984167558,0.7956948640483383,0.7953267134623067,0.8006354249404289,0.7765793528505393,0.5909954170820757,0.7765793528505393,0.7884239342980055
