Epoch,AUC,PR_AUC,ACC,BACC,Precision,TPR,KAPPA,RECALL,F1
0,0.8243094513562562,0.8073768668438625,0.7401812688821753,0.7394580495580351,0.7078651685393258,0.7313432835820896,0.477619780567643,0.7313432835820896,0.7194127243066885
1,0.8419799982979232,0.8233565720467175,0.7560422960725075,0.7584994583255704,0.7095808383233533,0.7860696517412935,0.5124783970743141,0.7860696517412935,0.7458693941778127
2,0.8472046839312453,0.8280751683467442,0.7617069486404834,0.7638362740159581,0.7169811320754716,0.7877280265339967,0.5234459760857091,0.7877280265339967,0.75069142631371
3,0.8515541800935222,0.8304093945863122,0.7753021148036254,0.7723834594940231,0.7604433077578857,0.7396351575456053,0.545989471852131,0.7396351575456053,0.7498949138293399
4,0.8577805609032969,0.8341067217498607,0.775679758308157,0.7736122899142751,0.7554257095158597,0.7504145936981758,0.5475217880592,0.7504145936981758,0.7529118136439268
5,0.8611927647936922,0.838025768322092,0.7817220543806647,0.7799743768443956,0.7603648424543947,0.7603648424543947,0.5599487536887914,0.7603648424543947,0.7603648424543947
6,0.8638965367338067,0.8413178953107556,0.7866314199395771,0.7855676541012,0.7616326530612245,0.7736318407960199,0.5703999439497294,0.7736318407960199,0.7675853558206499
7,0.8656164393014124,0.844033549839063,0.7862537764350453,0.7841352645004289,0.7680067001675042,0.7603648424543947,0.5687336127934735,0.7603648424543947,0.7641666666666667
8,0.8704098554844824,0.8483737589052173,0.790785498489426,0.7902638909014796,0.7629032258064516,0.7844112769485904,0.5791915844742361,0.7844112769485904,0.7735077677841373
9,0.8726127798363706,0.8514226458955346,0.7919184290030211,0.7920504964773911,0.7601270849880858,0.7935323383084577,0.5820079688031784,0.7935323383084577,0.7764705882352941
10,0.8767127147434349,0.8570178183416737,0.7972054380664653,0.7992118694553124,0.7547600913937548,0.8217247097844113,0.5941103330634968,0.8217247097844113,0.7868201667328305
11,0.879836830641062,0.8628131396543995,0.7972054380664653,0.7973798368306411,0.7656870532168387,0.7993366500829188,0.5926284559842229,0.7993366500829188,0.7821501014198782
12,0.8804618838309607,0.8633883960797569,0.7972054380664653,0.7954799511457966,0.7780548628428927,0.7761194029850746,0.5910802220972244,0.7761194029850746,0.7770859277708593
13,0.8847113254807791,0.8664644783132324,0.8047583081570997,0.8036361189889664,0.782608695652174,0.7910447761194029,0.6067370414331725,0.7910447761194029,0.7868041237113402
15,0.8875979556678006,0.8691999509321322,0.80702416918429,0.8058522689373291,0.7855382087099425,0.7927031509121062,0.6112483121211251,0.7927031509121062,0.7891044160132067
20,0.88861172638886,0.8725637190993344,0.8062688821752266,0.8047516693002854,0.7870753935376967,0.7877280265339967,0.6094619847398473,0.7877280265339967,0.7874015748031497
21,0.8894472390704821,0.8709073678001523,0.8074018126888217,0.8045026830710065,0.7984562607204116,0.7719734660033167,0.6106627796754024,0.7719734660033167,0.7849915682967958
23,0.8898080678438597,0.8707805818098665,0.8104229607250756,0.8093800530403921,0.7885245901639344,0.7976782752902156,0.6181728771807269,0.7976782752902156,0.7930750206100576
24,0.8903195534118589,0.8701914734564387,0.8051359516616314,0.8046613902286993,0.778675282714055,0.7993366500829188,0.6080026256176743,0.7993366500829188,0.7888707037643209
26,0.8915294079762996,0.8726450345294545,0.8085347432024169,0.806832113128302,0.791007493755204,0.7877280265339967,0.6138724918922588,0.7877280265339967,0.7893643539675944
27,0.8949278112442871,0.8773433019191638,0.8160876132930514,0.8119348932636862,0.8189884649511979,0.7653399668325042,0.6272319957450007,0.7653399668325042,0.7912558936990999
28,0.8962748094939081,0.8800822054028692,0.8153323262839879,0.8124627670707949,0.8077253218884121,0.7802653399668324,0.6266689116798734,0.7802653399668324,0.7937579080556728
29,0.8970853085474155,0.8783251611052774,0.8092900302114804,0.8066435046220584,0.7988064791133845,0.7769485903814262,0.614663333252649,0.7769485903814262,0.7877259352669188
37,0.8977379629821306,0.8827911220636874,0.8202416918429003,0.8169703953648308,0.8168402777777778,0.7802653399668324,0.6362721333425676,0.7802653399668324,0.7981340118744699
38,0.8998454330290295,0.8840971149719669,0.8266616314199395,0.8231363984515702,0.8267716535433071,0.7835820895522388,0.6490473072005489,0.7835820895522388,0.8045977011494253
