Epoch,AUC,PR_AUC,ACC,BACC,Precision,TPR,KAPPA,RECALL,F1
46,0.9002542764678687,0.8839748387891654,0.823262839879154,0.823476238778369,0.7942583732057417,0.8258706467661692,0.6448522280990143,0.8258706467661692,0.8097560975609758
48,0.9008040012604569,0.8844611431814358,0.8251510574018127,0.8240564399454415,0.805761316872428,0.8117744610281924,0.6477173334620605,0.8117744610281924,0.8087567121024369
52,0.900943157536405,0.8834459060145731,0.8236404833836858,0.8212445631297971,0.8139337298215803,0.7943615257048093,0.6437558696265908,0.7943615257048093,0.8040285354595049
53,0.9009719088330883,0.8832198696677204,0.8262839879154078,0.8266572822434292,0.7965023847376789,0.8308457711442786,0.651017540803627,0.8308457711442786,0.8133116883116882
55,0.9031938090407877,0.8848921854835455,0.8255287009063444,0.8288814825548632,0.7763744427934621,0.8665008291873963,0.6515733903252046,0.8665008291873963,0.8189655172413793
56,0.9033844301377991,0.8871702742435986,0.8311933534743202,0.8315720288985033,0.801909307875895,0.835820895522388,0.6608571575925322,0.835820895522388,0.8185140073081608
57,0.9044522532966237,0.887684946361053,0.8259063444108762,0.8271926313876756,0.7898832684824902,0.8416252072968491,0.6508962041302375,0.8416252072968491,0.8149337615415496
69,0.9047555794766344,0.888218204738252,0.824773413897281,0.8254060258117641,0.7930489731437599,0.8325041459369817,0.6481732194358731,0.8325041459369817,0.8122977346278316
70,0.9059783721245829,0.8890620828836217,0.822129909365559,0.8254894045721461,0.7728285077951003,0.8631840796019901,0.6448097329255165,0.8631840796019901,0.8155111633372503
76,0.9061902691811401,0.8916332632222563,0.8289274924471299,0.8303058217925628,0.7925407925407926,0.845771144278607,0.657000703415856,0.845771144278607,0.8182912154031288
77,0.9071045604156747,0.8910323840377399,0.8262839879154078,0.8288285801689657,0.7821482602118003,0.857379767827529,0.6525211953855107,0.857379767827529,0.8180379746835443
83,0.907227903478447,0.8948047697056023,0.8225075528700906,0.8244790840066887,0.7817764165390505,0.8466003316749585,0.6445844651632462,0.8466003316749585,0.8128980891719745
84,0.9093189852862364,0.8956121121563562,0.8240181268882175,0.8253232220773157,0.7877138413685848,0.8399668325041459,0.6471336443060649,0.8399668325041459,0.8130016051364366
103,0.9109520589378581,0.8984197230409869,0.8277945619335347,0.8274335672538831,0.8033980582524272,0.8233830845771144,0.6535368003525782,0.8233830845771144,0.8132678132678132
112,0.9113137502501363,0.8953101229988097,0.831570996978852,0.8325973001382363,0.7978056426332288,0.8441127694859039,0.6620500517366104,0.8441127694859039,0.8203062046736503
113,0.9123278084841626,0.8988077333938619,0.8304380664652568,0.8296571925393835,0.8094848732624693,0.8208955223880597,0.6585547408529756,0.8208955223880597,0.8151502675998353
117,0.9145307328360509,0.8992006712805338,0.8364803625377644,0.8352728958076009,0.8196856906534326,0.8217247097844113,0.6704093236426688,0.8217247097844113,0.820703933747412
153,0.9171263999006356,0.9055273317664043,0.8368580060422961,0.8362303139871607,0.8156606851549756,0.8291873963515755,0.671549294480571,0.8291873963515755,0.8223684210526317
162,0.9176611740189482,0.9035781266950581,0.8429003021148036,0.8410996335934751,0.8319327731092437,0.8208955223880597,0.6829407010506781,0.8208955223880597,0.8263772954924875
166,0.9182569008862299,0.9070923713855952,0.8417673716012085,0.841552179003273,0.8181083265966047,0.8391376451077943,0.6816705016898967,0.8391376451077943,0.8284895620139173
209,0.9191870053339405,0.9076452556720371,0.8383685800604229,0.8349031541322514,0.840630472854641,0.7960199004975125,0.6727276927519492,0.7960199004975125,0.817717206132879
214,0.9200831832515647,0.9083734415382518,0.841012084592145,0.838823105922077,0.8329092451229856,0.814262023217247,0.6788899604001692,0.814262023217247,0.8234800838574423
220,0.9201838127899569,0.9068468207507894,0.841012084592145,0.838619546741558,0.83461210571185,0.8117744610281924,0.6787589372264657,0.8117744610281924,0.823034888608659
223,0.9207657390348305,0.90833037346446,0.841012084592145,0.8395694895839803,0.8268109908409659,0.8233830845771144,0.6793694656541243,0.8233830845771144,0.8250934773577067
245,0.9209057578496792,0.9105076165144197,0.8481873111782477,0.8473110637289741,0.8305921052631579,0.8374792703150912,0.6941511246776292,0.8374792703150912,0.8340214698596201
279,0.9228205942087987,0.9131746106727854,0.8542296072507553,0.8529267669971916,0.8410981697171381,0.8383084577114428,0.7060451632941827,0.8383084577114428,0.8397009966777409
