Epoch,AUC,PR_AUC,ACC,BACC,Precision,TPR,KAPPA,RECALL,F1
0,0.8106573893854182,0.7929751269883526,0.7277190332326284,0.7236448200733567,0.74,0.6517213771016813,0.45016864649666855,0.6517213771016813,0.6930608769689229
1,0.8294315223443944,0.8137773189262697,0.7443353474320241,0.7450360574378015,0.7166666666666667,0.7574059247397918,0.4885831722463251,0.7574059247397918,0.7364733359283768
2,0.8376571164007689,0.8220062209208245,0.7450906344410876,0.7479398815693011,0.702112676056338,0.7982385908726981,0.4922666824226668,0.7982385908726981,0.7470962907455976
3,0.8433428658580904,0.828768331112073,0.7537764350453172,0.7533271792559137,0.7359683794466403,0.745396317053643,0.5063066504780245,0.745396317053643,0.7406523468575974
4,0.8492861480034635,0.8371045999555692,0.7613293051359517,0.7634367679991027,0.7230657989877078,0.800640512409928,0.5238605190278143,0.800640512409928,0.7598784194528874
5,0.856424381821397,0.8444281090539295,0.7753021148036254,0.7753728357954413,0.7542768273716952,0.77662129703763,0.5498724091865386,0.77662129703763,0.7652859960552268
6,0.8637245750853721,0.8529793503149461,0.7813444108761329,0.7809624397158899,0.7650316455696202,0.7742193755004003,0.5615633271489,0.7742193755004003,0.7695980899323518
7,0.8655536294654023,0.855071537978799,0.7802114803625377,0.7769715414933805,0.7948717948717948,0.7197758206565252,0.5567629814420584,0.7197758206565252,0.7554621848739496
8,0.8719461630777101,0.8627307170985176,0.7915407854984894,0.7906121895371909,0.7817299919159256,0.7742193755004003,0.581523901901628,0.7742193755004003,0.7779565567176188
9,0.8756975559003315,0.8665367447673884,0.790785498489426,0.7902407701715339,0.7768924302788844,0.7806244995996797,0.5803320858610334,0.7806244995996797,0.7787539936102237
10,0.8764850336309077,0.8669488292379361,0.7922960725075529,0.7907689983294712,0.7890818858560794,0.7638110488390712,0.5825381474256042,0.7638110488390712,0.7762408462164362
11,0.8822440368306081,0.871448625194766,0.7968277945619335,0.7981481682844489,0.7651006711409396,0.8214571657325861,0.593950922644479,0.8214571657325861,0.7922779922779924
12,0.8858826875653488,0.875395265208449,0.7979607250755287,0.7989628300209861,0.7692307692307693,0.8166533226581265,0.5959560236970988,0.8166533226581265,0.7922330097087379
14,0.8870541751485534,0.8773518055927887,0.7968277945619335,0.7944997885370484,0.8035866780529461,0.7534027221777422,0.590978127488873,0.7534027221777422,0.7776859504132231
20,0.8877844233928958,0.8745575331108186,0.7964501510574018,0.7954300538357777,0.7881493506493507,0.7774219375500401,0.5912915589012162,0.7774219375500401,0.7827488915759775
21,0.8890423275003133,0.8785267093815721,0.8021148036253777,0.8025937547750852,0.7786318216756342,0.811048839071257,0.6038397693991324,0.811048839071257,0.7945098039215687
25,0.8914877434470807,0.8799835901622306,0.802870090634441,0.8042957596956765,0.7702602230483271,0.8294635708566853,0.606094094728509,0.8294635708566853,0.7987663839629915
29,0.8926523634919372,0.8825259859268517,0.8058912386706949,0.8058672813876548,0.7877838684416602,0.8054443554843875,0.611000250935865,0.8054443554843875,0.796516231195566
33,0.8940556304943883,0.8839368864205347,0.8145770392749244,0.8136152953814088,0.8076298701298701,0.7966373098478783,0.6276886000380282,0.7966373098478783,0.8020959290608626
35,0.8965365287226207,0.8860950247196738,0.8123111782477341,0.8105266200093741,0.8149078726968174,0.7790232185748599,0.6225228398383227,0.7790232185748599,0.7965616045845273
43,0.8977423539975654,0.8857896227843141,0.8100453172205438,0.8085539196188973,0.8087748344370861,0.7822257806244995,0.6181957442514832,0.7822257806244995,0.7952787952787953
49,0.8997868773932657,0.8891639543465124,0.8108006042296072,0.810170080310138,0.7996794871794872,0.7990392313851081,0.6203667880746946,0.7990392313851081,0.7993592310772928
51,0.9008630778818909,0.8910076670711952,0.8100453172205438,0.8089402186509751,0.8042414355628059,0.789431545236189,0.618491016976145,0.789431545236189,0.7967676767676768
55,0.9015401027040358,0.8896286084825551,0.8164652567975831,0.8142863111074993,0.8246808510638298,0.7758206565252201,0.6305754790587443,0.7758206565252201,0.7995049504950495
59,0.9021736331166434,0.8910126957952779,0.8149546827794562,0.8109681454956674,0.847846012832264,0.7405924739791834,0.6261828716895006,0.7405924739791834,0.7905982905982906
61,0.9037746279940321,0.8920428559684701,0.8255287009063444,0.8240227636004442,0.8265560165975103,0.7974379503602882,0.6492717242787052,0.7974379503602882,0.8117359413202934
65,0.9052723236487689,0.8921810622361996,0.8225075528700906,0.8240822822661273,0.7887323943661971,0.8518815052041633,0.6453943953076358,0.8518815052041633,0.8190916089299459
66,0.9053698999227974,0.8948013861463164,0.8198640483383686,0.8190051683949018,0.8122977346278317,0.8038430744595677,0.6383665373321668,0.8038430744595677,0.8080482897384307
74,0.9064861610517864,0.8963311072597565,0.8266616314199395,0.8277132070202267,0.7983383685800605,0.8462770216172938,0.6533232628398791,0.8462770216172938,0.8216090167120093
90,0.906651554267002,0.8942612986254743,0.820619335347432,0.821565615608999,0.7931818181818182,0.8382706164931946,0.6411772626543639,0.8382706164931946,0.8151031529778124
92,0.9069520090697291,0.896146417797264,0.822129909365559,0.8227805976017412,0.7978560490045942,0.8342674139311449,0.6439856453375321,0.8342674139311449,0.815655577299413
94,0.9075626476878429,0.8956973351356861,0.822129909365559,0.8202481928358984,0.8274410774410774,0.7870296236989591,0.6421777669648883,0.7870296236989591,0.8067295855560115
100,0.9100060606025921,0.8993844019094144,0.8243957703927492,0.8237231672400107,0.815112540192926,0.8118494795836669,0.6475853131353837,0.8118494795836669,0.8134777376654632
106,0.9113372184523887,0.9007808668624546,0.8293051359516617,0.8287127199972988,0.8195669607056937,0.8182546036829463,0.6574818810199856,0.8182546036829463,0.8189102564102565
